TYPE;CODE_INSEE;CODE_ORIG;NUM;NOM_ETABLISSEMENT;NUMÉRO_ET_LIBELLÉ_VOIE;LIEU_DIT;CODE_POSTAL;LIGNE_D_ACHEMINEMENT;PAYS_OU_DÉNOMINATION_TOM_COM;COORDONNÉES_X;COORDONNÉES_Y;NU_TEL;ADRESSE_MAIL
TGI;36044;1;100;Tribunal judiciaire de Châteauroux;PLACE LUCIEN GERMEREAU;;36000;CHATEAUROUX;;1.693542;46.808977;0254603535;tj-chateauroux@justice.fr
CASS;36044;9;2215;Cour d'Assises de l'Indre;PLACE LUCIEN GERMEREAU;;36000;CHATEAUROUX;;1.693542;46.808977;0254603535;
CCD;36044;9;67424;Cour Criminelle Départementale de l'Indre;PLACE LUCIEN GERMEREAU;;36000;CHATEAUROUX;;1.693542;46.808977;02 54 60 35 35;
CDAD;36044;9;58976;Conseil départemental d'accès au droit de l'Indre;PLACE LUCIEN GERMEREAU;;36000;CHATEAUROUX;;1.693542;46.808977;0254603535;cdad-indre@justice.fr
CPH;36044;1;1033;Conseil de Prud'hommes de Châteauroux;PLACE LUCIEN GERMEREAU;;36000;CHATEAUROUX;;1.693542;46.808977;0218479030;cph-chateauroux@justice.fr
TBRTJ;36044;9;63423;Tribunal Paritaire des Baux Ruraux de Châteauroux;11 RUE PAUL LOUIS COURIER;;36000;CHATEAUROUX;;1.692105;46.809349;0254530310;
TCO;36044;1;319;Tribunal de Commerce de Châteauroux;11 RUE PAUL LOUIS COURIER;;36000;CHATEAUROUX;;1.692105;46.809349;0254228638;
TE;37261;1;2532;Tribunal pour Enfants de Tours;2 PLACE JEAN-JAURES;;37000;TOURS;;0.689781;47.390085;0247602660;
TGI;37261;1;101;Tribunal judiciaire de Tours;2 PLACE JEAN-JAURES;;37000;TOURS;;0.689781;47.390085;0245344100;tj-tours@justice.fr
CASS;37261;9;2213;Cour d'Assises de l'Indre-et-Loire;2 PLACE JEAN-JAURES;;37000;TOURS;;0.689781;47.390085;0247602660;
CCD;37261;9;67425;Cour Criminelle Départementale de l'Indre-et-Loire;2 PLACE JEAN-JAURES;;37000;TOURS;;0.689781;47.390085;02 47 60 26 60;
CDAD;37261;9;59037;Conseil départemental d'accès au droit de l'Indre et Loire;2 PLACE JEAN-JAURES;;37000;TOURS;;0.689781;47.390085;;cdad-indre-et-loire@justice.fr
CPH;37261;1;1035;Conseil de Prud'hommes de Tours;2 RUE ALBERT DENNERY;;37000;TOURS;;0.698096;47.388681;0245344340;cph-tours@justice.fr
TBRTJ;37261;9;63576;Tribunal Paritaire des Baux Ruraux de Tours;35 RUE EDOUARD VAILLANT;;37000;TOURS;;0.698308;47.386422;0247602760;
TCO;37261;1;321;Tribunal de Commerce de Tours;12 RUE BERTHELOT;;37000;TOURS;;0.68813;47.394918;0247312001;
TE;38185;1;2545;Tribunal pour Enfants de Grenoble;PLACE FIRMIN GAUTIER;;38000;GRENOBLE;;5.711666;45.190787;0438212221;
TGI;38185;1;103;Tribunal judiciaire de Grenoble;PLACE FIRMIN GAUTIER;;38000;GRENOBLE;;5.711666;45.190787;0438212121;tj-grenoble@justice.fr
CA;38185;1;12;Cour d'Appel de Grenoble;PLACE FIRMIN GAUTIER;;38000;GRENOBLE;;5.711666;45.190787;0438212121;
CASS;38185;1;1948;Cour d'Assises de l'Isère;PLACE FIRMIN GAUTIER;;38000;GRENOBLE;;5.711666;45.190787;0438212121;
CCD;38185;9;64178;Cour Criminelle Départementale de l'Isère;PLACE FIRMIN GAUTIER;;38000;GRENOBLE;;5.711666;45.190787;0438212121;
CDAD;38185;9;58990;Conseil départemental d'accès au droit de l'Isère;PLACE FIRMIN GAUTIER;;38000;GRENOBLE;;5.711529;45.1906;0438212420;
CPH;38185;9;5647;Conseil de Prud'hommes de Grenoble;PLACE FIRMIN GAUTIER;;38000;GRENOBLE;;5.711666;45.190787;0438212180;cph-grenoble@justice.fr
TA;38185;9;3926;Tribunal Administratif de Grenoble;2 PLACE DE VERDUN;;38000;GRENOBLE;;5.73107;45.188648;0476429000;greffe.ta-grenoble@juradm.fr
TBRTJ;38185;9;63572;Tribunal Paritaire des Baux Ruraux de Grenoble;PLACE FIRMIN GAUTIER;;38000;GRENOBLE;;5.711666;45.190787;0438212121;
TCO;38185;1;322;Tribunal de Commerce de Grenoble;PLACE FIRMIN GAUTIER;;38000;GRENOBLE;;5.711666;45.190787;0456585050;
TE;38544;1;2552;Tribunal pour Enfants de Vienne;16 PLACE CHARLES DE GAULLE;;38200;VIENNE;;4.874075;45.52589;0474788181;
TGI;38544;1;104;Tribunal judiciaire de Vienne;16 PLACE CHARLES DE GAULLE;;38200;VIENNE;;4.874075;45.52589;0474788181;accueil.tj-vienne@justice.fr
CPH;38544;1;1039;Conseil de Prud'hommes de Vienne;28 BIS AVENUE GENERAL LECLERC;;38200;VIENNE;;4.866273;45.513712;0474851484;cph-vienne@justice.fr
TBRTJ;38544;9;63574;Tribunal Paritaire des Baux Ruraux de Vienne;27-31 RUE DE BOURGOGNE;;38200;VIENNE;;4.873337;45.526101;0474788383;
TCO;38544;1;323;Tribunal de Commerce de Vienne;28 BIS AVENUE GENERAL LECLERC;;38200;VIENNE;;4.866273;45.513712;0428380560;
TE;38053;9;20267;Tribunal pour Enfants de Bourgoin-Jallieu;10 RUE DU TRIBUNAL;;38300;BOURGOIN JALLIEU;;5.277064;45.586741;0474287878;
TGI;38053;1;102;Tribunal judiciaire de Bourgoin-Jallieu;12 rue du Tribunal;;38300;BOURGOIN JALLIEU;;5.276805;45.586821;0474287878;accueil-bourgoin-jallieu@justice.fr
CPH;38053;1;1036;Conseil de Prud'hommes de Bourgoin-Jallieu;12 rue du Tribunal;;38300;BOURGOIN JALLIEU;;5.276805;45.586821;0437033550;cph-bourgoin-jallieu@justice.fr
TBRTJ;38053;9;63570;Tribunal Paritaire des Baux Ruraux de Bourgoin-Jallieu;10 RUE DU TRIBUNAL;;38300;BOURGOIN JALLIEU;;5.277064;45.586741;0474288929;
TE;39300;1;2566;Tribunal pour Enfants de Lons-Le-Saunier;11 RUE PASTEUR;;39000;LONS LE SAUNIER;;5.556534;46.673509;0384351300;
TGI;39300;1;106;Tribunal judiciaire de Lons-le-Saunier;11 RUE PASTEUR;;39000;LONS LE SAUNIER;;5.556493;46.673474;0384351300;accueil-lons-le-saunier@justice.fr
CASS;39300;9;2212;Cour d'Assises du Jura;11 RUE PASTEUR;;39000;LONS LE SAUNIER;;5.556534;46.673509;0384351300;
CCD;39300;9;67426;Cour Criminelle Départementale du Jura;11 RUE PASTEUR;;39000;LONS LE SAUNIER;;5.556534;46.673509;03 84 35 13 00;
CDAD;39300;9;59000;Conseil départemental d'accès au droit du Jura;295 RUE GEORGES TROUILLOT;;39000;LONS LE SAUNIER;;5.5554;46.679091;0363678065;contact@cdad-jura.fr
CPH;39300;1;1042;Conseil de Prud'hommes de Lons-le-Saunier;295 RUE GEORGES TROUILLOT;;39000;LONS LE SAUNIER;;5.5554;46.679091;0363678045;cph-lons-le-saunier@justice.fr
TBRTJ;39300;9;63456;Tribunal Paritaire des Baux Ruraux de Lons-le-Saunier;1 RUE DE BALERNE;;39000;LONS LE SAUNIER;;5.556445;46.675702;0384871600;
TCO;39300;1;325;Tribunal de Commerce de Lons-le-Saunier;295 RUE GEORGES TROUILLOT;;39000;LONS LE SAUNIER;;5.5554;46.679091;0384244476;
CPH;39198;1;1041;Conseil de Prud'hommes de Dole;13-15 COURS CLEMENCEAU;;39100;DOLE;;5.487816;47.091155;0384794200;cph-dole@justice.fr
TBRTJ;39198;9;63454;Tribunal Paritaire des Baux Ruraux de Dôle;13-15 COURS CLEMENCEAU;;39100;DOLE;;5.487816;47.091155;0384794200;
TPRX;39198;9;62994;Tribunal de proximité de Dole;13-15 COURS CLEMENCEAU;;39100;DOLE;;5.487816;47.091155;0384794200;accueil-dole@justice.fr
TBRTJ;39478;9;63458;Tribunal Paritaire des Baux Ruraux de Saint-Claude;12 RUE ROSSET;;39200;ST CLAUDE;;5.865873;46.388257;0384453112;
TPRX;39478;9;62984;Tribunal de proximité de Saint-Claude;12 RUE ROSSET;;39200;ST CLAUDE;;5.865873;46.388257;0384453112;accueil-saint-claude@justice.fr
TE;40192;1;2580;Tribunal pour Enfants de Mont-de-Marsan;249 AVENUE DU COLONEL ROZANOFF;;40000;MONT DE MARSAN;;-0.477606;43.878167;0558854185/64;
TGI;40192;1;108;Tribunal judiciaire de Mont-de-Marsan;249 AVENUE DU COLONEL ROZANOFF;;40000;MONT DE MARSAN;;-0.504852;43.900087;0524280400;tj-mont-de-marsan@justice.fr
CASS;40192;9;2209;Cour d'Assises des Landes;5 AVENUE DU 8 MAI 1945;;40000;MONT DE MARSAN;;-0.474412;43.90137;0558854185;
CCD;40192;9;67427;Cour Criminelle Départementale des Landes;5 AVENUE DU 8 MAI 1945;;40000;MONT DE MARSAN;;-0.474412;43.90137;05 58 85 41 85;
CDAD;40192;9;59007;Conseil départemental d'accès au droit des Landes;249 AVENUE DU COLONEL ROZANOFF;;40000;MONT DE MARSAN;;-0.502707;43.895456;0524280356;contact@cdad40.fr
CPH;40192;1;1045;Conseil de Prud'hommes de Mont-de-Marsan;249 AVENUE DU COLONEL ROZANOFF;;40000;MONT DE MARSAN;;-0.502707;43.895456;0558513880;cph-mont-de-marsan@justice.fr
TBRTJ;40192;9;63698;Tribunal Paritaire des Baux Ruraux de Mont-de-Marsan;3 AVENUE DUFAU;;40000;MONT DE MARSAN;;-0.494963;43.893685;0558857575;
TCO;40192;1;328;Tribunal de Commerce de Mont-de-Marsan;7 PLACE PLANTE;;40000;MONT DE MARSAN;;-0.502707;43.895456;0558466070;gtc-mdm@greffe-tc.net
TE;40088;9;20273;Tribunal pour Enfants de Dax;RUE DES FUSILLES;;40100;DAX;;-1.051515;43.709743;0524263400;
TGI;40088;1;107;Tribunal judiciaire de Dax;RUE DES FUSILLES;;40100;DAX;;-1.051515;43.709743;0524263400;tj-dax@justice.fr
CPH;40088;1;1044;Conseil de Prud'hommes de Dax;55 AVENUE VICTOR HUGO;;40100;DAX;;-1.052582;43.702722;0524263400;cph-dax@justice.fr
TBRTJ;40088;9;63696;Tribunal Paritaire des Baux Ruraux de Dax;RUE DES FUSILLES;;40100;DAX;;-1.051515;43.709743;0524263400;
TCO;40088;1;327;Tribunal de Commerce de Dax;55 AVENUE VICTOR HUGO;;40100;DAX;;-1.052582;43.702722;0558900684;
TGI;41018;1;109;Tribunal judiciaire de Blois;1 PLACE DE LA REPUBLIQUE;;41000;BLOIS;;1.333458;47.589721;02 45 35 26 00;accueil-blois@justice.fr
TE;41018;1;2589;Tribunal pour Enfants de Blois;PLACE DE LA REPUBLIQUE;;41000;BLOIS;;1.334989;47.590014;0254446099;tpe.blois@justice.fr
CASS;41018;9;2208;Cour d'Assises du Loir-et-Cher;PLACE DE LA REPUBLIQUE;;41000;BLOIS;;1.334989;47.590014;0254446099;
CCD;41018;9;67428;Cour Criminelle Départementale du Loir-et-Cher;PLACE DE LA REPUBLIQUE;;41000;BLOIS;;1.334989;47.590014;02 54 44 60 99;
CDAD;41018;9;58963;Conseil départemental d'accès au droit du Loir et Cher;1 PLACE DE LA REPUBLIQUE;;41000;BLOIS;;1.333458;47.589721;0234891300;contact.cdad41@gmail.com
CPH;41018;1;1046;Conseil de Prud'hommes de Blois;15 RUE DU PERE BROTTIER;;41000;BLOIS;;1.336147;47.589568;0245352613;cph-blois@justice.fr
TBRTJ;41018;9;63578;Tribunal Paritaire des Baux Ruraux de Blois;15 RUE DU PERE BROTTIER;;41000;BLOIS;;1.336147;47.589568;0254562600;
TCO;41018;1;329;Tribunal de Commerce de Blois;15 RUE DU PERE BROTTIER;;41000;BLOIS;;1.336147;47.589568;0254780791;
TE;42218;1;2610;Tribunal pour Enfants de Saint-Etienne;PLACE DU PALAIS DE JUSTICE;;42000;ST ETIENNE;;4.384365;45.437455;0477433430;
TGI;42218;1;112;Tribunal judiciaire de Saint-Etienne;PLACE DU PALAIS DE JUSTICE;;42000;ST ETIENNE;;4.384365;45.437455;0477433300;accueil-saint-etienne@justice.fr
CASS;42218;9;2207;Cour d'Assises de la Loire;PLACE DU PALAIS DE JUSTICE;;42000;ST ETIENNE;;4.384365;45.437455;0477433300;
CCD;42218;9;67429;Cour Criminelle Départementale de la Loire;PLACE DU PALAIS DE JUSTICE;;42000;ST ETIENNE;;4.384365;45.437455;04 77 43 33 00;
CDAD;42218;9;59031;Conseil départemental d'accès au droit de la Loire;PLACE DU PALAIS DE JUSTICE;;42000;ST ETIENNE;;4.384365;45.437455;0477336146;Cdad.loire@wanadoo.fr
CPH;42218;1;1053;Conseil de Prud'hommes de Saint-Etienne;2 RUE JACQUES DESGEORGES;;42000;ST ETIENNE;;4.383638;45.43896;0477435383;cph-st-etienne@justice.fr
TBRTJ;42218;9;63742;Tribunal Paritaire des Baux Ruraux de Saint-Etienne;PLACE DU PALAIS DE JUSTICE;;42000;ST ETIENNE;;4.384365;45.437455;0477432261;
TCO;42218;1;332;Tribunal de Commerce de Saint-Etienne;36 RUE DE LA RESISTANCE;;42000;ST ETIENNE;;4.386428;45.437177;0477439797;
TBRTJ;70310;9;63460;Tribunal Paritaire des Baux Ruraux de Lure;60 AVENUE DE LA REPUBLIQUE;;42260;LURE;;6.494523;47.686396;0384302241;
TE;42187;1;2602;Tribunal pour Enfants de Roanne;5 BIS PLACE GEORGES CLEMENCEAU;;42300;ROANNE;;4.072677;46.040012;0477444800;
TGI;42187;1;111;Tribunal judiciaire de Roanne;5 BIS PLACE GEORGES CLEMENCEAU;;42300;ROANNE;;4.072677;46.040012;0477444800;accueil-roanne@justice.fr
CPH;42187;1;1051;Conseil de Prud'hommes de Roanne;PLACE GEORGES CLEMENCEAU;;42300;ROANNE;;4.072677;46.040012;0477444838;cph-roanne@justice.fr
TBRTJ;42187;9;63740;Tribunal Paritaire des Baux Ruraux de Roanne;5 PLACE GEORGES CLEMENCEAU;;42300;ROANNE;;4.072891;46.03988;0477444824;
TCO;42187;1;331;Tribunal de Commerce de Roanne;PLACE GEORGES CLEMENCEAU;;42300;ROANNE;;4.072677;46.040012;0477720622;contact@greffe-tc-roanne.fr
CPH;42147;1;1049;Conseil de Prud'hommes de Montbrison;13 RUE DU PALAIS DE JUSTICE;;42600;MONTBRISON;;4.065375;45.609654;0477966666;cph-montbrison@justice.fr
TBRTJ;42147;9;63738;Tribunal Paritaire des Baux Ruraux de Montbrison;13 RUE DU PALAIS DE JUSTICE;;42600;MONTBRISON;;4.065375;45.609654;0477966666;
TPRX;42147;9;63031;Tribunal de proximité de Montbrison;13 RUE DU PALAIS DE JUSTICE;;42600;MONTBRISON;;4.065375;45.609654;0477966666;accueil.tprx-montbrison@justice.fr
TE;43157;1;2619;Tribunal pour Enfants du Puy-en-Velay;PLACE DU BREUIL;;43000;LE PUY EN VELAY;;3.883805;45.041465;0471090570;
TGI;43157;1;113;Tribunal judiciaire du Puy-en-Velay;PLACE DU BREUIL;;43000;LE PUY EN VELAY;;3.883805;45.041465;0471090570;accueil.tj-le-puy-en-velay@justice.fr
CASS;43157;9;2206;Cour d'Assises de la Haute-Loire;PLACE DU BREUIL;;43000;LE PUY EN VELAY;;3.883805;45.041465;0471090570;
CCD;43157;9;67413;Cour Criminelle Départementale de la Haute-Loire;PLACE DU BREUIL;;43000;LE PUY EN VELAY;;3.883805;45.041465;04 71 09 05 70;
CDAD;43157;9;58997;Conseil départemental d'accès au droit de HauteLoire;PLACE DUBREUIL;;43000;LE PUY EN VELAY;;3.885662;45.04078;0471090570;cdad-haute-loire@justice.fr
CPH;43157;1;1054;Conseil de Prud'hommes du Puy-en-Velay;4 RUE RICHOND DES BRUS;;43000;LE PUY EN VELAY;;3.884629;45.037432;0471095078;cph-le-puy-en-velay@justice.fr
TBRTJ;43157;9;63688;Tribunal Paritaire des Baux Ruraux du Puy-en-Velay;6 PLACE DU CLAUZEL;;43000;LE PUY EN VELAY;;3.883573;45.043736;0463207000;
TCO;43157;1;334;Tribunal de Commerce du Puy-en-Vélay;4 AVENUE DE LA DENTELLE;;43000;LE PUY EN VELAY;;3.888578;45.041596;0471090078;
TGI;44109;1;114;Tribunal judiciaire de Nantes;19 QUAI FRANCOIS MITTERRAND;;44000;NANTES;;-1.561835;47.208274;0251179500;tj-nantes@justice.fr
TE;44109;1;2628;Tribunal pour Enfants de Nantes;QUAI FRANCOIS MITTERRAND;;44000;NANTES;;-1.560583;47.208168;0251179674/5;
CAA;44109;9;6165;Cour Administrative d'Appel de Nantes;2 PLACE DE L'EDIT DE NANTES;;44000;NANTES;;-1.56767;47.214665;0251847777; greffe.caa-nantes@juradm.fr
CASS;44109;9;2203;Cour d'Assises de la Loire-Atlantique;QUAI FRANCOIS MITTERRAND;;44000;NANTES;;-1.560583;47.208168;0251179500;
CCD;44109;9;64180;Cour Criminelle Départementale de la Loire-Atlantique;19 QUAI FRANCOIS MITTERRAND;;44000;NANTES;;-1.561835;47.208274;0251179500;
CDAD;44109;9;59013;Conseil départemental d'accès au droit de Loire Atlantique;QUAI FRANCOIS MITTERRAND;;44000;NANTES;;-1.560583;47.208168;0251179695;cdad-loire-atlantique@justice.fr
CPH;44109;1;1055;Conseil de Prud'hommes de Nantes;26 BOULEVARD VINCENT GACHE;;44000;NANTES;;-1.546866;47.206196;0240206130;cph-nantes@justice.fr
TA;44109;9;3927;Tribunal Administratif de Nantes;6 ALLEE DE L'ILE GLORIETTE;;44000;NANTES;;-1.557744;47.211003;0240994600;greffe.ta-nantes@juradm.fr
TBRTJ;44109;9;63553;Tribunal Paritaire des Baux Ruraux de Nantes;QUAI FRANCOIS MITTERRAND;;44000;NANTES;;-1.560583;47.208168;0251179500;
TCO;44109;1;335;Tribunal de Commerce de Nantes;QUAI FRANCOIS MITTERRAND;;44000;NANTES;;-1.560583;47.208168;0240206440;gtcjudiciaire@tc-nantes.fr
TE;45234;1;2647;Tribunal pour Enfants d'Orléans;44 RUE DE LA BRETONNERIE;;45000;ORLEANS;;1.905647;47.904747;0238745834;
TGI;45234;1;117;Tribunal judiciaire d'Orléans;44 RUE DE LA BRETONNERIE;;45000;ORLEANS;;1.905647;47.904747;0238745834;tj-orleans@justice.fr
CA;45234;1;13;Cour d'Appel d'Orléans;44 RUE DE LA BRETONNERIE;;45000;ORLEANS;;1.905647;47.904747;0238745820;
CASS;45234;1;1953;Cour d'Assises du Loiret;44 RUE DE LA BRETONNERIE;;45000;ORLEANS;;1.905647;47.904747;0238745820;
CCD;45234;9;67430;Cour Criminelle Départementale du Loiret;44 RUE DE LA BRETONNERIE;;45000;ORLEANS;;1.905647;47.904747;02 38 74 58 20;
CDAD;45234;9;59018;Conseil départemental d'accès au droit du Loiret;7 RUE DES HUGUENOTS;;45000;ORLEANS;;1.907217;47.905042;0238690122;cdad-loiret@justice.fr
CPH;45234;1;1058;Conseil de Prud'hommes d'Orléans;44 RUE DE LA BRETONNERIE;;45000;ORLEANS;;1.905647;47.904747;0238745892;cph-orleans@justice.fr
TA;45234;9;3928;Tribunal Administratif d'Orléans;28 RUE DE LA BRETONNERIE;;45000;ORLEANS;;1.90712;47.904492;0238775900;greffe.ta-orleans@juradm.fr
TBRTJ;45234;9;63582;Tribunal Paritaire des Baux Ruraux d'Orléans;44 RUE DE LA BRETONNERIE;;45000;ORLEANS;;1.905647;47.904747;0238745834;
TCO;45234;1;338;Tribunal de Commerce d'Orléans;44 RUE DE LA BRETONNERIE;;45000;ORLEANS;;1.905647;47.904747;0238780707;
TE;45208;9;20277;Tribunal pour Enfants de Montargis;84 RUE DU GENERAL LECLERC;;45200;MONTARGIS;;2.730099;47.998876;0238875900;
TGI;45208;1;116;Tribunal judiciaire de Montargis;84 RUE DU GENERAL LECLERC;;45200;MONTARGIS;;2.730099;47.998876;0238875900;tj-montargis@justice.fr
CPH;45208;1;1057;Conseil de Prud'hommes de Montargis;84 RUE DU GENERAL LECLERC;;45200;MONTARGIS;;2.730099;47.998876;0238875900;cph-montargis@justice.fr
TBRTJ;45208;9;63580;Tribunal Paritaire des Baux Ruraux de Montargis;84 RUE DU GENERAL LECLERC;;45200;MONTARGIS;;2.730099;47.998876;0238852442;
TE;46042;1;2656;Tribunal pour Enfants de Cahors;BOULEVARD LEON GAMBETTA;;46000;CAHORS;;1.440609;44.446907;0565234650;
TGI;46042;1;118;Tribunal judiciaire de Cahors;BOULEVARD LEON GAMBETTA;;46000;CAHORS;;1.440609;44.446907;0565234650;accueil.tj-cahors@justice.fr
CASS;46042;9;3135;Cour d'Assises du Lot;BOULEVARD LEON GAMBETTA;;46000;CAHORS;;1.440609;44.446907;0565234650;
CCD;46042;9;67431;Cour Criminelle Départementale du Lot;BOULEVARD LEON GAMBETTA;;46000;CAHORS;;1.440609;44.446907;05 65 23 46 50;
CDAD;46042;9;58969;Conseil départemental d'accès au droit du Lot;BOULEVARD LEON GAMBETTA;;46000;CAHORS;;1.441871;44.443966;0565234650;cdad-lot@justice.fr
CPH;46042;1;1059;Conseil de Prud'hommes de Cahors;BD GAMBETTA;;46000;CAHORS;;1.439266;44.441601;0565226270;cph-cahors@justice.fr
TBRTJ;46042;9;63588;Tribunal Paritaire des Baux Ruraux de Cahors;BOULEVARD LEON GAMBETTA;;46000;CAHORS;;1.440609;44.446907;0565234670;
TCO;46042;1;339;Tribunal de Commerce de Cahors;BOULEVARD LEON GAMBETTA;;46000;CAHORS;;1.440609;44.446907;0565226223;
TBRTJ;46102;9;63590;Tribunal Paritaire des Baux Ruraux de Figeac;1 BOULEVARD JUSKIEWENSKI;;46100;FIGEAC;;2.031001;44.60763;0565500320;
TPRX;46102;9;62997;Tribunal de proximité de Figeac;1 BOULEVARD JUSKIEWENSKI;;46100;FIGEAC;;2.031001;44.60763;0581222060;accueil-figeac@justice.fr
TGI;47001;1;119;Tribunal judiciaire d'Agen;AVENUE DE LATTRE DE TASSIGNY;;47000;AGEN;;0.616566;44.199514;0553779500;tj-agen@justice.fr
TE;47001;1;2663;Tribunal pour Enfants d'Agen;PLACE ARMAND FALLIERES;;47000;AGEN;;0.61667;44.200114;0553779500;
CA;47001;1;14;Cour d'Appel d'Agen;PLACE ARMAND FALLIERES;;47000;AGEN;;0.61667;44.200114;0553779500;
CASS;47001;1;1958;Cour d'Assises du Lot-et-Garonne;PLACE ARMAND FALLIERES;;47000;AGEN;;0.61667;44.200114;0553779500;
CCD;47001;9;67432;Cour Criminelle Départementale du Lot-et-Garonne;PLACE ARMAND FALLIERES;;47000;AGEN;;0.61667;44.200114;05 53 77 95 00;
CDAD;47001;9;58944;Conseil départemental d'accès au droit du Lot-et-Garonne;PLACE ARMAND FALLIERES;;47000;AGEN;;0.61667;44.200114;0613915667;cdad-lot-et-garonne@justice.fr
CPH;47001;1;1061;Conseil de Prud'hommes d'Agen;12 A RUE DIDEROT;;47000;AGEN;;0.618299;44.200581;0553779500;cph-agen@justice.fr
TBRTJ;47001;9;63592;Tribunal Paritaire des Baux Ruraux d'Agen;14B RUE DIDEROT;;47000;AGEN;;0.618878;44.200922;0553770790;
TCO;47001;1;340;Tribunal de Commerce d'Agen;6 RUE LOMET;;47000;AGEN;;0.613077;44.202192;0553773415;
CPH;47157;1;1062;Conseil de Prud'hommes de Marmande;1 PLACE DES DROITS DE L'HOMME;;47200;MARMANDE;;0.163112;44.500483;0540405120;cph-marmande@justice.fr
TBRTJ;47157;9;63594;Tribunal Paritaire des Baux Ruraux de Marmande;1 PLACE DES DROITS DE L'HOMME;;47200;MARMANDE;;0.163112;44.500483;0553203932;
TPRX;47157;9;63022;Tribunal de proximité de Marmande;1 PLACE DES DROITS DE L'HOMME;;47200;MARMANDE;;0.163112;44.500483;0540405100;accueil.tprx-marmande@justice.fr
TBRTJ;47323;9;63596;Tribunal Paritaire des Baux Ruraux de Villeneuve-sur-Lot;6 RUE DU GENERAL LAFON DE BLANIAC;;47300;VILLENEUVE SUR LOT;;0.705491;44.407609;0553496400;
TPRX;47323;9;63076;Tribunal de proximité de Villeneuve-sur-Lot;6 RUE DU GENERAL LAFON DE BLANIAC;;47300;VILLENEUVE SUR LOT;;0.705491;44.407609;0540405130;tprx-villeneuve-sur-lot@justice.fr
TE;48095;1;2678;Tribunal pour Enfants de Mende;BOULEVARD HENRI BOURRILLON;;48000;MENDE;;3.497604;44.516558;0466652811;
TGI;48095;1;121;Tribunal judiciaire de Mende;BOULEVARD HENRI BOURRILLON;;48000;MENDE;;3.497604;44.516558;0466652811;tj-mende@justice.fr
CASS;48095;9;3137;Cour d'Assises de la Lozère;BOULEVARD HENRI BOURRILLON;;48000;MENDE;;3.497604;44.516558;0466652811;
CCD;48095;9;67433;Cour Criminelle Départementale de la Lozère;BOULEVARD HENRI BOURILLON;;48000;MENDE;;3.497604;44.516558;04 66 65 28 11;
CDAD;48095;9;59977;Conseil départemental d'accès au droit de Lozère;BOULEVARD HENRI BOURRILLON;;48000;MENDE;;3.497604;44.516558;;cdad-lozere@justice.fr
CPH;48095;1;1063;Conseil de Prud'hommes de Mende;BOULEVARD HENRI BOURRILLON;;48000;MENDE;;3.497604;44.516558;0466652811;cph-mende@justice.fr
TBRTJ;48095;9;63474;Tribunal Paritaire des Baux Ruraux de Mende;BOULEVARD HENRI BOURRILLON;;48000;MENDE;;3.497604;44.516558;0466493636;
TCO;48095;9;37487;Tribunal de commerce de Mende;BOULEVARD HENRI BOURRILLON;;48000;MENDE;;3.497604;44.516558;0466484141;rcs@greffe-tc-mende.fr
TE;49007;1;2685;Tribunal pour Enfants d'Angers;RUE WALDECK ROUSSEAU;;49000;ANGERS;;-0.544266;47.471103;0241205100;
TGI;49007;1;122;Tribunal judiciaire d'Angers;RUE WALDECK ROUSSEAU;;49000;ANGERS;;-0.544266;47.471103;0241205100;accueil-angers@justice.fr
CA;49007;1;15;Cour d'Appel d'Angers;RUE WALDECK ROUSSEAU;;49000;ANGERS;;-0.544266;47.471103;0241205100;ca-angers@justice.fr
CASS;49007;1;1963;Cour d'Assises du Maine-et-Loire;RUE WALDECK ROUSSEAU;;49000;ANGERS;;-0.544266;47.471103;0241205100;
CCD;49007;9;67434;Cour Criminelle Départementale du Maine-et-Loire;RUE WALDECK ROUSSEAU;;49000;ANGERS;;-0.544266;47.471103;02 41 20 51 00;
CDAD;49007;9;58950;Conseil départemental d'accès au droit du Maine et Loire;RUE WALDECK ROUSSEAU;;49000;ANGERS;;-0.544266;47.471103;0241205259;cdadmaineetloire@gmail.com
TBRTJ;49007;9;63598;Tribunal Paritaire des Baux Ruraux d'Angers;39 BOULEVARD PIERRE DE COUBERTIN;;49000;ANGERS;;-0.531945;47.462502;0241205227;
CPH;49007;1;1064;Conseil de Prud'hommes d'Angers;18 RUE PREBAUDELLE;;49100;ANGERS;;-0.544437;47.467535;0241311860;cph-angers@justice.fr
TCO;49007;1;344;Tribunal de Commerce d'Angers;19 RUE RENE ROUCHY;;49100;ANGERS;;-0.546849;47.479295;0241878930;
TBRTJ;49099;9;63600;Tribunal Paritaire des Baux Ruraux de Cholet;RUE FRANCOIS THARREAU;;49300;CHOLET;;-0.88158;47.059554;0241650662;
TPRX;49099;9;62982;Tribunal de proximité de Cholet;RUE FRANCOIS THARREAU;;49300;CHOLET;;-0.88158;47.059554;0252093030;accueil-cholet@justice.fr
TGI;49328;9;48312;Tribunal judiciaire de Saumur;PLACE SAINT-MICHEL;;49400;SAUMUR;;-0.071841;47.258094;0241834747;tj-saumur@justice.fr
CPH;49328;1;1066;Conseil de Prud'hommes de Saumur;PLACE SAINT-MICHEL;;49400;SAUMUR;;-0.071841;47.258094;0241834720;cph-saumur@justice.fr
